key	showSelected2	PANEL	group
1	43	4	1664
1	43	4	1665
1	44	4	1666
1	44	4	1667
1	44	4	1668
1	45	4	1669
1	45	4	1670
1	45	4	1671
1	46	4	1672
1	46	4	1673
1	46	4	1674
1	47	4	1675
1	47	4	1676
1	47	4	1677
1	48	4	1678
1	48	4	1679
1	48	4	1680
1	49	4	1681
1	49	4	1682
1	49	4	1683
1	50	4	1684
1	50	4	1685
1	50	4	1686
1	51	4	1687
1	51	4	1688
1	51	4	1689
1	52	4	1690
1	52	4	1691
1	52	4	1692
1	53	4	1693
1	53	4	1694
1	53	4	1695
1	54	4	1696
1	54	4	1697
1	54	4	1698
1	55	4	1699
1	55	4	1700
1	55	4	1701
1	56	4	1702
1	56	4	1703
1	56	4	1704
1	57	4	1705
1	57	4	1706
1	57	4	1707
1	58	4	1708
1	58	4	1709
1	58	4	1710
1	59	4	1711
1	59	4	1712
1	59	4	1713
1	60	4	1714
1	60	4	1715
1	60	4	1716
1	61	4	1717
1	61	4	1718
1	61	4	1719
1	62	4	1720
1	62	4	1721
1	62	4	1722
1	63	4	1723
1	63	4	1724
1	63	4	1725
1	64	4	1726
1	64	4	1727
1	64	4	1728
1	65	4	1729
1	65	4	1730
1	65	4	1731
1	66	4	1732
1	66	4	1733
1	66	4	1734
1	67	4	1735
1	67	4	1736
1	67	4	1737
1	68	4	1738
1	68	4	1739
1	68	4	1740
1	69	4	1741
1	69	4	1742
1	69	4	1743
1	70	4	1744
1	70	4	1745
1	70	4	1746
1	71	4	1747
1	71	4	1748
1	71	4	1749
1	72	4	1750
1	72	4	1751
1	72	4	1752
1	73	4	1753
1	73	4	1754
1	73	4	1755
1	74	4	1756
1	74	4	1757
1	74	4	1758
1	75	4	1759
1	75	4	1760
1	75	4	1761
1	76	4	1762
1	76	4	1763
1	76	4	1764
1	77	4	1765
1	77	4	1766
1	77	4	1767
1	78	4	1768
1	78	4	1769
1	78	4	1770
1	79	4	1771
1	79	4	1772
1	79	4	1773
1	80	4	1774
1	80	4	1775
1	80	4	1776
1	81	4	1777
1	81	4	1778
1	81	4	1779
1	82	4	1780
1	82	4	1781
1	82	4	1782
1	83	4	1783
1	83	4	1784
1	83	4	1785
1	84	4	1786
1	84	4	1787
1	84	4	1788
1	85	4	1789
1	85	4	1790
1	85	4	1791
1	86	4	1792
1	86	4	1793
1	86	4	1794
1	87	4	1795
1	87	4	1796
1	87	4	1797
1	88	4	1798
1	88	4	1799
1	88	4	1800
1	89	4	1801
1	89	4	1802
1	89	4	1803
1	90	4	1804
1	90	4	1805
1	90	4	1806
1	91	4	1807
1	91	4	1808
1	91	4	1809
1	92	4	1810
1	92	4	1811
1	92	4	1812
1	93	4	1813
1	93	4	1814
1	93	4	1815
1	94	4	1816
1	94	4	1817
1	94	4	1818
1	95	4	1819
1	95	4	1820
1	95	4	1821
1	96	4	1822
1	96	4	1823
1	96	4	1824
1	97	4	1825
1	97	4	1826
1	97	4	1827
1	98	4	1828
1	98	4	1829
1	98	4	1830
1	99	4	1831
1	99	4	1832
1	99	4	1833
1	100	4	1834
1	100	4	1835
1	100	4	1836
1	101	4	1837
1	101	4	1838
1	101	4	1839
1	102	4	1840
1	102	4	1841
1	102	4	1842
1	103	4	1843
1	103	4	1844
1	103	4	1845
1	104	4	1846
1	104	4	1847
1	104	4	1848
1	105	4	1849
1	105	4	1850
1	105	4	1851
1	106	4	1852
1	106	4	1853
1	106	4	1854
1	107	4	1855
1	107	4	1856
1	107	4	1857
1	108	4	1858
1	108	4	1859
1	108	4	1860
1	109	4	1861
1	109	4	1862
1	109	4	1863
1	110	4	1864
1	110	4	1865
1	110	4	1866
1	111	4	1867
1	111	4	1868
1	111	4	1869
1	112	4	1870
1	112	4	1871
1	112	4	1872
1	113	4	1873
1	113	4	1874
1	113	4	1875
1	114	4	1876
1	114	4	1877
1	114	4	1878
1	115	4	1879
1	115	4	1880
1	115	4	1881
1	116	4	1882
1	116	4	1883
1	116	4	1884
1	117	4	1885
1	117	4	1886
1	117	4	1887
1	118	4	1888
1	118	4	1889
1	118	4	1890
1	119	4	1891
1	119	4	1892
1	119	4	1893
1	120	4	1894
1	120	4	1895
1	120	4	1896
1	121	4	1897
1	121	4	1898
1	121	4	1899
1	122	4	1900
1	122	4	1901
1	122	4	1902
1	123	4	1903
1	123	4	1904
1	123	4	1905
1	124	4	1906
1	124	4	1907
1	124	4	1908
1	125	4	1909
1	125	4	1910
1	125	4	1911
1	126	4	1912
1	126	4	1913
1	126	4	1914
1	127	4	1915
1	127	4	1916
1	127	4	1917
1	128	4	1918
1	128	4	1919
1	128	4	1920
1	129	4	1921
1	129	4	1922
1	129	4	1923
1	130	4	1924
1	130	4	1925
1	130	4	1926
1	131	4	1927
1	131	4	1928
1	131	4	1929
1	132	4	1930
1	132	4	1931
1	132	4	1932
1	133	4	1933
1	133	4	1934
1	133	4	1935
1	134	4	1936
1	134	4	1937
1	134	4	1938
1	135	4	1939
1	135	4	1940
1	135	4	1941
1	136	4	1942
1	136	4	1943
1	136	4	1944
1	137	4	1945
1	137	4	1946
1	137	4	1947
1	138	4	1948
1	138	4	1949
1	138	4	1950
1	139	4	1951
1	139	4	1952
1	139	4	1953
1	140	4	1954
1	140	4	1955
1	140	4	1956
1	141	4	1957
1	141	4	1958
1	141	4	1959
1	142	4	1960
1	142	4	1961
1	142	4	1962
1	143	4	1963
1	143	4	1964
1	143	4	1965
1	144	4	1966
1	144	4	1967
1	144	4	1968
1	145	4	1969
1	145	4	1970
1	145	4	1971
1	146	4	1972
1	146	4	1973
1	146	4	1974
1	147	4	1975
1	147	4	1976
1	147	4	1977
1	148	4	1978
1	148	4	1979
1	148	4	1980
1	149	4	1981
1	149	4	1982
1	149	4	1983
1	150	4	1984
1	150	4	1985
1	150	4	1986
1	151	4	1987
1	151	4	1988
1	151	4	1989
1	152	4	1990
1	152	4	1991
1	152	4	1992
1	153	4	1993
1	153	4	1994
1	153	4	1995
1	154	4	1996
1	154	4	1997
1	154	4	1998
1	155	4	1999
1	155	4	2000
1	155	4	2001
1	156	4	2002
1	156	4	2003
1	156	4	2004
1	157	4	2005
1	157	4	2006
1	157	4	2007
1	158	4	2008
1	158	4	2009
1	158	4	2010
1	159	4	2011
1	159	4	2012
1	159	4	2013
1	160	4	2014
1	160	4	2015
1	160	4	2016
1	161	4	2017
1	161	4	2018
1	161	4	2019
1	162	4	2020
1	162	4	2021
1	162	4	2022
1	163	4	2023
1	163	4	2024
1	163	4	2025
1	164	4	2026
1	164	4	2027
1	164	4	2028
1	165	4	2029
1	165	4	2030
1	165	4	2031
1	166	4	2032
1	166	4	2033
1	166	4	2034
1	167	4	2035
1	167	4	2036
1	167	4	2037
1	168	4	2038
1	168	4	2039
1	168	4	2040
1	169	4	2041
1	169	4	2042
1	169	4	2043
1	170	4	2044
1	170	4	2045
1	170	4	2046
1	171	4	2047
1	171	4	2048
1	171	4	2049
1	172	4	2050
1	172	4	2051
1	172	4	2052
1	173	4	2053
1	173	4	2054
1	173	4	2055
1	174	4	2056
1	174	4	2057
1	174	4	2058
1	175	4	2059
1	175	4	2060
1	175	4	2061
1	176	4	2062
1	176	4	2063
1	176	4	2064
1	177	4	2065
1	177	4	2066
1	177	4	2067
1	178	4	2068
1	178	4	2069
1	178	4	2070
1	179	4	2071
1	179	4	2072
1	179	4	2073
1	180	4	2074
1	180	4	2075
1	180	4	2076
1	181	4	2077
1	181	4	2078
1	181	4	2079
1	182	4	2080
1	182	4	2081
1	182	4	2082
1	183	4	2083
1	183	4	2084
1	183	4	2085
1	184	4	2086
1	184	4	2087
1	184	4	2088
1	185	4	2089
1	185	4	2090
1	185	4	2091
1	186	4	2092
1	186	4	2093
1	186	4	2094
1	187	4	2095
1	187	4	2096
1	187	4	2097
1	188	4	2098
1	188	4	2099
1	188	4	2100
1	189	4	2101
1	189	4	2102
1	189	4	2103
1	190	4	2104
1	190	4	2105
1	190	4	2106
1	191	4	2107
1	191	4	2108
1	191	4	2109
1	192	4	2110
1	192	4	2111
1	192	4	2112
1	193	4	2113
1	193	4	2114
1	193	4	2115
1	194	4	2116
1	194	4	2117
1	194	4	2118
1	195	4	2119
1	195	4	2120
1	195	4	2121
1	196	4	2122
1	196	4	2123
1	196	4	2124
1	197	4	2125
1	197	4	2126
1	197	4	2127
1	198	4	2128
1	198	4	2129
1	198	4	2130
1	199	4	2131
1	199	4	2132
1	199	4	2133
1	200	4	2134
1	200	4	2135
1	200	4	2136
1	201	4	2137
1	201	4	2138
1	201	4	2139
1	202	4	2140
1	202	4	2141
1	202	4	2142
1	203	4	2143
1	203	4	2144
1	203	4	2145
1	204	4	2146
1	204	4	2147
1	204	4	2148
1	205	4	2149
1	205	4	2150
1	205	4	2151
1	206	4	2152
1	206	4	2153
1	206	4	2154
1	207	4	2155
1	207	4	2156
1	207	4	2157
1	208	4	2158
1	208	4	2159
1	208	4	2160
1	209	4	2161
1	209	4	2162
1	209	4	2163
1	210	4	2164
1	210	4	2165
1	210	4	2166
1	211	4	2167
1	211	4	2168
1	211	4	2169
1	212	4	2170
1	212	4	2171
1	212	4	2172
1	213	4	2173
1	213	4	2174
1	213	4	2175
1	214	4	2176
1	214	4	2177
1	214	4	2178
1	215	4	2179
1	215	4	2180
1	215	4	2181
1	216	4	2182
1	216	4	2183
1	216	4	2184
1	217	4	2185
1	217	4	2186
1	217	4	2187
1	218	4	2188
1	218	4	2189
1	218	4	2190
1	219	4	2191
1	219	4	2192
1	219	4	2193
1	220	4	2194
1	220	4	2195
1	220	4	2196
1	221	4	2197
1	221	4	2198
1	221	4	2199
1	222	4	2200
1	222	4	2201
1	222	4	2202
1	223	4	2203
1	223	4	2204
1	223	4	2205
1	224	4	2206
1	224	4	2207
1	224	4	2208
1	225	4	2209
1	225	4	2210
1	225	4	2211
1	226	4	2212
1	226	4	2213
1	226	4	2214
1	227	4	2215
1	227	4	2216
1	227	4	2217
1	228	4	2218
1	228	4	2219
1	228	4	2220
1	229	4	2221
1	229	4	2222
1	229	4	2223
1	230	4	2224
1	230	4	2225
1	230	4	2226
1	231	4	2227
1	231	4	2228
1	231	4	2229
1	232	4	2230
1	232	4	2231
1	232	4	2232
1	233	4	2233
1	233	4	2234
1	233	4	2235
1	234	4	2236
1	234	4	2237
1	234	4	2238
1	235	4	2239
1	235	4	2240
1	235	4	2241
1	236	4	2242
1	236	4	2243
1	236	4	2244
1	237	4	2245
1	237	4	2246
1	237	4	2247
1	238	4	2248
1	238	4	2249
1	238	4	2250
1	239	4	2251
1	239	4	2252
1	239	4	2253
1	240	4	2254
1	240	4	2255
1	240	4	2256
1	241	4	2257
1	241	4	2258
1	241	4	2259
1	242	4	2260
1	242	4	2261
1	242	4	2262
1	243	4	2263
1	243	4	2264
1	243	4	2265
1	244	4	2266
1	244	4	2267
1	244	4	2268
1	245	4	2269
1	245	4	2270
1	245	4	2271
1	246	4	2272
1	246	4	2273
1	246	4	2274
1	247	4	2275
1	247	4	2276
1	247	4	2277
1	248	4	2278
1	248	4	2279
1	248	4	2280
1	249	4	2281
1	249	4	2282
1	249	4	2283
1	250	4	2284
1	250	4	2285
1	250	4	2286
1	251	4	2287
1	251	4	2288
1	251	4	2289
1	252	4	2290
1	252	4	2291
1	252	4	2292
1	253	4	2293
1	253	4	2294
1	253	4	2295
1	254	4	2296
1	254	4	2297
1	254	4	2298
1	255	4	2299
1	255	4	2300
1	255	4	2301
1	256	4	2302
1	256	4	2303
1	256	4	2304
